case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BDOS-FILE-008-P0378	1.0.0	BDOS-FILE-008	0378	Reset clears software protection	REQUIRED	generic CP/M 2.2 baseline	OR-0378	1.0.0	positive predicate	Set software protection, call Function 13, and verify the vector is cleared.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-009-P0379	1.0.0	BDOS-FILE-009	0379	Protected-disk Make	REQUIRED	generic CP/M 2.2 baseline	OR-0379	1.0.0	positive predicate	Protect a disk, attempt Make, and verify no mutation occurs.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-006-P0380	1.0.0	BDOS-FILE-006	0380	Protected-disk sequential write	REQUIRED	generic CP/M 2.2 baseline	OR-0380	1.0.0	positive predicate	Protect a disk, attempt sequential write, and verify no mutation occurs.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-007-P0381	1.0.0	BDOS-FILE-007	0381	Protected-disk random write	REQUIRED	generic CP/M 2.2 baseline	OR-0381	1.0.0	positive predicate	Protect a disk, attempt random write, and verify no mutation occurs.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-008-P0382	1.0.0	BDOS-FILE-008	0382	Protected-disk delete	REQUIRED	generic CP/M 2.2 baseline	OR-0382	1.0.0	positive predicate	Protect a disk, attempt delete, and verify no mutation occurs.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-009-P0383	1.0.0	BDOS-FILE-009	0383	Protected-disk rename	REQUIRED	generic CP/M 2.2 baseline	OR-0383	1.0.0	positive predicate	Protect a disk, attempt rename, and verify no mutation occurs.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-006-P0384	1.0.0	BDOS-FILE-006	0384	Protection before mutation	REQUIRED	generic CP/M 2.2 baseline	OR-0384	1.0.0	positive predicate	Compare pre/post images for rejected protected operations and require no mutation.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-007-P0385	1.0.0	BDOS-FILE-007	0385	Fatal presentation	PROFILE REQUIRED	the Interactive DRI protection-error profile	OR-0385	1.0.0	profile-gated positive	Profile verifies nonreturn, response handling, restart, and subsequent usable service.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-008-P0386	1.0.0	BDOS-FILE-008	0386	Fatal handler internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0386	1.0.0	anti-requirement	Test public protection behavior without requiring DRI private handler machinery.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-009-P0387	1.0.0	BDOS-FILE-009	0387	Exact diagnostic text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	OR-0387	1.0.0	profile-gated positive	Exact capitalization/spacing tests activate only for the diagnostic profile.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-006-P0388	1.0.0	BDOS-FILE-006	0388	Late attribute change versus dirty FCB	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0388	1.0.0	permitted variation	Dirty an FCB before a late read-only attribute change and verify Close behavior separately.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
ERROR-002-P0389	1.0.0	ERROR-002	0389	Automatic media-change protection	PROFILE REQUIRED	the Removable-media/hardware profile	OR-0389	1.0.0	profile-gated positive	A declared removable-media profile must supply deterministic change detection/protection tests.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0390	1.0.0	ERROR-003	0390	CBIOS physical read result	REQUIRED	generic CP/M 2.2 baseline	OR-0390	1.0.0	positive predicate	Force BIOS READ success/failure and verify zero/nonzero status at the BIOS boundary.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0391	1.0.0	ERROR-004	0391	CBIOS physical write result	REQUIRED	generic CP/M 2.2 baseline	OR-0391	1.0.0	positive predicate	Force BIOS WRITE success/failure and verify zero/nonzero status at the BIOS boundary.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0392	1.0.0	ERROR-002	0392	BIOS retry responsibility	REQUIRED	generic CP/M 2.2 baseline	OR-0392	1.0.0	positive predicate	Inject recoverable physical errors and verify BIOS retry policy before permanent failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0393	1.0.0	ERROR-003	0393	Physical/logical error separation	REQUIRED	generic CP/M 2.2 baseline	OR-0393	1.0.0	positive predicate	Compare logical BDOS failures with physical BIOS failures and keep the result namespaces distinct.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0394	1.0.0	ERROR-004	0394	Bad Sector presentation	REQUIRED	generic CP/M 2.2 baseline	OR-0394	1.0.0	positive predicate	Force a nonrecoverable disk-I/O failure and verify entry to the Bad Sector operator path.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0395	1.0.0	ERROR-002	0395	Physical-error ignore choice	REQUIRED	generic CP/M 2.2 baseline	OR-0395	1.0.0	positive predicate	At Bad Sector presentation, choose ignore and verify continuation of the interrupted BDOS path.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0396	1.0.0	ERROR-003	0396	Physical-error abort choice	REQUIRED	generic CP/M 2.2 baseline	OR-0396	1.0.0	positive predicate	At Bad Sector presentation, enter control-C and verify the interrupted operation aborts.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0397	1.0.0	ERROR-004	0397	Abort restart details	REQUIRED	generic CP/M 2.2 baseline	OR-0397	1.0.0	positive predicate	Diagnose post-abort restart destination and state pending BetterCP/M policy.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0398	1.0.0	ERROR-002	0398	Result after ignored physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0398	1.0.0	permitted variation	Ignore a forced physical failure and do not treat a normal-looking BDOS result as transfer proof.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0399	1.0.0	ERROR-003	0399	DMA after ignored physical read	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0399	1.0.0	permitted variation	Ignore a forced physical read failure and verify DMA is not accepted as valid new data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0400	1.0.0	ERROR-004	0400	Persistence after ignored physical write	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0400	1.0.0	permitted variation	Ignore a forced physical write failure and verify the returned result is not treated as persistence proof.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0401	1.0.0	ERROR-002	0401	Make persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0401	1.0.0	permitted variation	Ignore a forced Make directory-write failure and verify the returned directory code is not persistence proof.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0402	1.0.0	ERROR-003	0402	Close persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0402	1.0.0	permitted variation	Ignore a forced Close directory-write failure and verify the returned directory code is not persistence proof.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0403	1.0.0	ERROR-004	0403	Physical-write atomicity	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0403	1.0.0	permitted variation	Do not require failed physical writes to be atomic or leave media wholly unchanged.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0404	1.0.0	ERROR-002	0404	Sequential read logical result	REQUIRED	generic CP/M 2.2 baseline	OR-0404	1.0.0	positive predicate	Exercise successful read and logical EOF separately from forced physical read failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0405	1.0.0	ERROR-003	0405	Sequential write logical result	REQUIRED	generic CP/M 2.2 baseline	OR-0405	1.0.0	positive predicate	Exercise successful write and disk-full failure separately from forced physical write failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0406	1.0.0	ERROR-004	0406	Random read logical codes	REQUIRED	generic CP/M 2.2 baseline	OR-0406	1.0.0	positive predicate	Exercise codes 01/03/04/06 as logical Function 33 conditions, not controller failures.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0407	1.0.0	ERROR-002	0407	Random write logical codes	REQUIRED	generic CP/M 2.2 baseline	OR-0407	1.0.0	positive predicate	Exercise Function 34 logical codes including 05 separately from physical write failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0408	1.0.0	ERROR-003	0408	Make/Delete/Rename/Close logical codes	REQUIRED	generic CP/M 2.2 baseline	OR-0408	1.0.0	positive predicate	Exercise documented directory results separately from forced physical controller failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0409	1.0.0	ERROR-004	0409	DRI permanent-error internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0409	1.0.0	anti-requirement	Test public permanent-error behavior without requiring DRI private handler internals.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-002-P0410	1.0.0	ERROR-002	0410	z80pack status values	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0410	1.0.0	anti-requirement	Do not require z80pack controller values or the investigation-only fault-injection port.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	healthy corresponding interface/storage test; restored fault fixture
ERROR-003-P0411	1.0.0	ERROR-003	0411	Exact Bad Sector text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	OR-0411	1.0.0	profile-gated positive	Profile performs byte-exact comparison; baseline checks semantic operator path.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	healthy corresponding interface/storage test; restored fault fixture
ERROR-004-P0412	1.0.0	ERROR-004	0412	Accepted ignore characters	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0412	1.0.0	permitted variation	Require CR ignore and Ctrl-C abort; do not certify other key acceptance.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	healthy corresponding interface/storage test; restored fault fixture
BDOS-STATE-001-P0413	1.0.0	BDOS-STATE-001	0413	Structured physical-error extension	OPTIONAL	the Headless/structured-error extension. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	OR-0413	1.0.0	optional-feature isolation	Extension tests must prove opt-in isolation and unchanged baseline/profile behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The case is NOT APPLICABLE unless the optional feature is claimed; when claimed, its declared behavior must be verified without changing baseline semantics.	Does not affect baseline certification; a FAIL defeats only the optional claim.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0414	1.0.0	BDOS-STATE-001	0414	Function 12 CP/M version result	REQUIRED	generic CP/M 2.2 baseline	OR-0414	1.0.0	positive predicate	Invoke Function 12 and verify HL=0022h.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0415	1.0.0	BDOS-STATE-001	0415	Function 32 user-number query	REQUIRED	generic CP/M 2.2 baseline	OR-0415	1.0.0	positive predicate	Query controlled user selections and verify A contains the current user number.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0416	1.0.0	BDOS-STATE-001	0416	Function 32 user-number selection	REQUIRED	generic CP/M 2.2 baseline	OR-0416	1.0.0	positive predicate	Select representative E values and verify the resulting current user number modulo 32.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0417	1.0.0	BDOS-STATE-001	0417	Function 32 set-form result	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0417	1.0.0	permitted variation	Do not require a particular return value from the set form of Function 32.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0418	1.0.0	BDOS-STATE-001	0418	Console functions do not use or overwrite DMA	REQUIRED	generic CP/M 2.2 baseline	OR-0418	1.0.0	positive predicate	Protect the current DMA buffer with sentinels across each console function and verify it remains unchanged.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0419	1.0.0	BDOS-STATE-001	0419	Console and identity calls preserve DMA selection	REQUIRED	generic CP/M 2.2 baseline	OR-0419	1.0.0	positive predicate	Select an alternate DMA address, invoke console and identity calls, then verify a disk transfer still uses that address.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0420	1.0.0	BDOS-STATE-001	0420	Function 10 DE buffer is not DMA	REQUIRED	generic CP/M 2.2 baseline	OR-0420	1.0.0	positive predicate	Set DMA separately from the Function-10 DE buffer and verify input is stored only through the supplied DE buffer.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-005-P0421	1.0.0	BDOS-CON-005	0421	DRI private console polling implementation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0421	1.0.0	anti-requirement	Test externally visible input and status behavior without requiring DRI private storage or BIOS-call sequencing.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-001-P0422	1.0.0	BDOS-STATE-001	0422	Function 6 E=FEh behavior	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0422	1.0.0	anti-requirement	Do not require DRI’s undocumented E=FEh behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BIOS-006-P0423	1.0.0	BIOS-006	0423	Function 34 is not Compute File Size	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0423	1.0.0	anti-requirement	BetterCP/M compatibility tests must not require Function 34 to perform Compute File Size semantics.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BIOS-006-P0424	1.0.0	BIOS-006	0424	Function 27 allocation-vector pointer	REQUIRED	generic CP/M 2.2 baseline	OR-0424	1.0.0	positive predicate	Select disks with different known allocation state and verify HL addresses an ALV describing the selected disk.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0425	1.0.0	BIOS-006	0425	Allocation-vector length and bit mapping	REQUIRED	generic CP/M 2.2 baseline	OR-0425	1.0.0	positive predicate	Derive length from DPB DSM and compare bits with controlled files.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0426	1.0.0	BIOS-006	0426	Reserved directory allocation bits	REQUIRED	generic CP/M 2.2 baseline	OR-0426	1.0.0	positive predicate	Verify the leading reserved block bits on a controlled empty disk.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0427	1.0.0	BIOS-006	0427	Live allocation state	REQUIRED	generic CP/M 2.2 baseline	OR-0427	1.0.0	positive predicate	Compare ALV around a controlled one-record file lifecycle.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0428	1.0.0	BIOS-006	0428	Allocation-pointer address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0428	1.0.0	permitted variation	Do not require DRI addresses or stale-pointer behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-006-P0429	1.0.0	BIOS-006	0429	Application modification of allocation vector	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0429	1.0.0	permitted variation	Programs must not require arbitrary ALV writes to control BDOS.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-006-P0430	1.0.0	BIOS-006	0430	Read-only allocation information	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0430	1.0.0	permitted variation	Do not require current ALV accuracy after Function 28.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-006-P0431	1.0.0	BIOS-006	0431	Function 31 DPB pointer and layout	REQUIRED	generic CP/M 2.2 baseline	OR-0431	1.0.0	positive predicate	Decode all fields from at least two configured drives.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0432	1.0.0	BIOS-006	0432	DPB configuration and sharing	REQUIRED	generic CP/M 2.2 baseline	OR-0432	1.0.0	positive predicate	Accept shared or distinct pointers while validating each geometry.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-006-P0433	1.0.0	BIOS-006	0433	Documented DPB modification	REQUIRED	generic CP/M 2.2 baseline	OR-0433	1.0.0	positive predicate	Temporarily change a safe DPB field, re-query/read, then restore.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
