ledger_entry	requirement	classification	applicability	parent_test_id	case_id	oracle_id	certification_impact
0285	Function 19 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0285	OR-0285	A FAIL defeats baseline certification; BLOCKED prevents certification.
0286	Delete identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0286	OR-0286	A FAIL defeats baseline certification; BLOCKED prevents certification.
0287	Delete wildcards	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0287	OR-0287	A FAIL defeats baseline certification; BLOCKED prevents certification.
0288	Delete all matches	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0288	OR-0288	A FAIL defeats baseline certification; BLOCKED prevents certification.
0289	Delete success result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0289	OR-0289	A FAIL defeats baseline certification; BLOCKED prevents certification.
0290	Delete no-match result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0290	OR-0290	A FAIL defeats baseline certification; BLOCKED prevents certification.
0291	Immediate search disappearance	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0291	OR-0291	A FAIL defeats baseline certification; BLOCKED prevents certification.
0292	Allocation release	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0292	OR-0292	A FAIL defeats baseline certification; BLOCKED prevents certification.
0293	Exact freed-block reuse	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0293	OR-0293	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0294	Explicit-drive Delete	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0294	OR-0294	A FAIL defeats baseline certification; BLOCKED prevents certification.
0295	Delete user isolation	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0295	OR-0295	A FAIL defeats baseline certification; BLOCKED prevents certification.
0296	Open FCB after Delete	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0296	OR-0296	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0297	DRI E5 deletion mechanism	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-007	BDOS-FILE-007-P0297	OR-0297	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0298	Function 23 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0298	OR-0298	A FAIL defeats baseline certification; BLOCKED prevents certification.
0299	Rename FCB layout	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0299	OR-0299	A FAIL defeats baseline certification; BLOCKED prevents certification.
0300	Same-drive destination	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0300	OR-0300	A FAIL defeats baseline certification; BLOCKED prevents certification.
0301	Rename all extents	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0301	OR-0301	A FAIL defeats baseline certification; BLOCKED prevents certification.
0302	Rename success result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0302	OR-0302	A FAIL defeats baseline certification; BLOCKED prevents certification.
0303	Rename missing-source result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0303	OR-0303	A FAIL defeats baseline certification; BLOCKED prevents certification.
0304	Rename identity transition	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0304	OR-0304	A FAIL defeats baseline certification; BLOCKED prevents certification.
0305	Rename data preservation	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0305	OR-0305	A FAIL defeats baseline certification; BLOCKED prevents certification.
0306	Rename user preservation	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0306	OR-0306	A FAIL defeats baseline certification; BLOCKED prevents certification.
0307	Explicit-drive Rename	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0307	OR-0307	A FAIL defeats baseline certification; BLOCKED prevents certification.
0308	Destination collision	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0308	OR-0308	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0309	Wildcard Rename	OUTSIDE SCOPE	OUTSIDE SCOPE for BetterCP/M CP/M compatibility claims. Generic compatibility and the profiles selected by Investigation 070 do not promise this behavior.	BDOS-FILE-007	BDOS-FILE-007-P0309	OR-0309	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0310	Open FCB after Rename	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0310	OR-0310	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0311	Physical directory order	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0311	OR-0311	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0312	Timestamp preservation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-006	BDOS-FILE-006-P0312	OR-0312	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0313	DRI in-place rename algorithm	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-007	BDOS-FILE-007-P0313	OR-0313	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0314	Delete/Rename physical errors	PROFILE REQUIRED	the Interactive CP/M disk-error profile	BDOS-FILE-008	BDOS-FILE-008-P0314	OR-0314	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0315	Invalid drive ambiguity	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0315	OR-0315	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0316	Directory compaction	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-006	BDOS-FILE-006-P0316	OR-0316	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0317	Random field location	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0317	OR-0317	A FAIL defeats baseline certification; BLOCKED prevents certification.
0318	Random field byte order	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0318	OR-0318	A FAIL defeats baseline certification; BLOCKED prevents certification.
0319	CP/M 2.2 random range	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0319	OR-0319	A FAIL defeats baseline certification; BLOCKED prevents certification.
0320	Random/sequential state distinction	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0320	OR-0320	A FAIL defeats baseline certification; BLOCKED prevents certification.
0321	Function 36 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0321	OR-0321	A FAIL defeats baseline certification; BLOCKED prevents certification.
0322	Function 36 direction	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0322	OR-0322	A FAIL defeats baseline certification; BLOCKED prevents certification.
0323	Function 36 boundary equivalence	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0323	OR-0323	A FAIL defeats baseline certification; BLOCKED prevents certification.
0324	Function 36 no I/O	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0324	OR-0324	A FAIL defeats baseline certification; BLOCKED prevents certification.
0325	Function 36 A value	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0325	OR-0325	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0326	Function 33 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0326	OR-0326	A FAIL defeats baseline certification; BLOCKED prevents certification.
0327	Random read destination	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0327	OR-0327	A FAIL defeats baseline certification; BLOCKED prevents certification.
0328	Random read success	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0328	OR-0328	A FAIL defeats baseline certification; BLOCKED prevents certification.
0329	Random read position	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0329	OR-0329	A FAIL defeats baseline certification; BLOCKED prevents certification.
0330	Random read no advance	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0330	OR-0330	A FAIL defeats baseline certification; BLOCKED prevents certification.
0331	Random read unwritten data	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0331	OR-0331	A FAIL defeats baseline certification; BLOCKED prevents certification.
0332	Random read missing extent	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0332	OR-0332	A FAIL defeats baseline certification; BLOCKED prevents certification.
0333	Random overflow	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0333	OR-0333	A FAIL defeats baseline certification; BLOCKED prevents certification.
0334	DMA after failed random read	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0334	OR-0334	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0335	Function 34 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0335	OR-0335	A FAIL defeats baseline certification; BLOCKED prevents certification.
0336	Random write transfer	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0336	OR-0336	A FAIL defeats baseline certification; BLOCKED prevents certification.
0337	Random write success	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0337	OR-0337	A FAIL defeats baseline certification; BLOCKED prevents certification.
0338	Random write allocation	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0338	OR-0338	A FAIL defeats baseline certification; BLOCKED prevents certification.
0339	Random write holes	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0339	OR-0339	A FAIL defeats baseline certification; BLOCKED prevents certification.
0340	Random write virtual length	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0340	OR-0340	A FAIL defeats baseline certification; BLOCKED prevents certification.
0341	Random write working fields	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0341	OR-0341	A FAIL defeats baseline certification; BLOCKED prevents certification.
0342	Random write no advance	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0342	OR-0342	A FAIL defeats baseline certification; BLOCKED prevents certification.
0343	No automatic random extent switch	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0343	OR-0343	A FAIL defeats baseline certification; BLOCKED prevents certification.
0344	Random write Close	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0344	OR-0344	A FAIL defeats baseline certification; BLOCKED prevents certification.
0345	Random write extent failure	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0345	OR-0345	A FAIL defeats baseline certification; BLOCKED prevents certification.
0346	Allocation-full exact code	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0346	OR-0346	A FAIL defeats baseline certification; BLOCKED prevents certification.
0347	Function 35 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0347	OR-0347	A FAIL defeats baseline certification; BLOCKED prevents certification.
0348	Function 35 result location	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0348	OR-0348	A FAIL defeats baseline certification; BLOCKED prevents certification.
0349	Function 35 unit	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0349	OR-0349	A FAIL defeats baseline certification; BLOCKED prevents certification.
0350	Function 35 maximum	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0350	OR-0350	A FAIL defeats baseline certification; BLOCKED prevents certification.
0351	Sparse virtual size	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0351	OR-0351	A FAIL defeats baseline certification; BLOCKED prevents certification.
0352	Function 35 A value	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0352	OR-0352	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0353	DRI random seek machinery	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-007	BDOS-FILE-007-P0353	OR-0353	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0354	Physical random-I/O errors	PROFILE REQUIRED	the Interactive CP/M disk-error profile	BDOS-FILE-008	BDOS-FILE-008-P0354	OR-0354	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0355	Physical allocation equals virtual size	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-009	BDOS-FILE-009-P0355	OR-0355	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0356	Read-only attribute location	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0356	OR-0356	A FAIL defeats baseline certification; BLOCKED prevents certification.
0357	System attribute location	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0357	OR-0357	A FAIL defeats baseline certification; BLOCKED prevents certification.
0358	Attribute/type coexistence	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0358	OR-0358	A FAIL defeats baseline certification; BLOCKED prevents certification.
0359	Reserved t3’	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0359	OR-0359	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0360	Function 30 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0360	OR-0360	A FAIL defeats baseline certification; BLOCKED prevents certification.
0361	Function 30 set/clear	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0361	OR-0361	A FAIL defeats baseline certification; BLOCKED prevents certification.
0362	Function 30 all extents	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0362	OR-0362	A FAIL defeats baseline certification; BLOCKED prevents certification.
0363	Function 30 success result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0363	OR-0363	A FAIL defeats baseline certification; BLOCKED prevents certification.
0364	Function 30 no-match result	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0364	OR-0364	A FAIL defeats baseline certification; BLOCKED prevents certification.
0365	Function 30 exact success slot	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0365	OR-0365	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0366	Open preserves indicators	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0366	OR-0366	A FAIL defeats baseline certification; BLOCKED prevents certification.
0367	Make accepts indicators	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0367	OR-0367	A FAIL defeats baseline certification; BLOCKED prevents certification.
0368	File read-only sequential protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0368	OR-0368	A FAIL defeats baseline certification; BLOCKED prevents certification.
0369	File read-only random protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0369	OR-0369	A FAIL defeats baseline certification; BLOCKED prevents certification.
0370	File read-only delete protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0370	OR-0370	A FAIL defeats baseline certification; BLOCKED prevents certification.
0371	File read-only rename protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0371	OR-0371	A FAIL defeats baseline certification; BLOCKED prevents certification.
0372	Protected-operation normal result	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0372	OR-0372	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0373	Function 28 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0373	OR-0373	A FAIL defeats baseline certification; BLOCKED prevents certification.
0374	Function 28 transience	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0374	OR-0374	A FAIL defeats baseline certification; BLOCKED prevents certification.
0375	Function 29 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0375	OR-0375	A FAIL defeats baseline certification; BLOCKED prevents certification.
0376	Read-only vector mapping	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0376	OR-0376	A FAIL defeats baseline certification; BLOCKED prevents certification.
0377	Function 28 vector effect	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0377	OR-0377	A FAIL defeats baseline certification; BLOCKED prevents certification.
0378	Reset clears software protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0378	OR-0378	A FAIL defeats baseline certification; BLOCKED prevents certification.
0379	Protected-disk Make	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0379	OR-0379	A FAIL defeats baseline certification; BLOCKED prevents certification.
0380	Protected-disk sequential write	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0380	OR-0380	A FAIL defeats baseline certification; BLOCKED prevents certification.
0381	Protected-disk random write	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-007	BDOS-FILE-007-P0381	OR-0381	A FAIL defeats baseline certification; BLOCKED prevents certification.
0382	Protected-disk delete	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-008	BDOS-FILE-008-P0382	OR-0382	A FAIL defeats baseline certification; BLOCKED prevents certification.
0383	Protected-disk rename	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-009	BDOS-FILE-009-P0383	OR-0383	A FAIL defeats baseline certification; BLOCKED prevents certification.
0384	Protection before mutation	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0384	OR-0384	A FAIL defeats baseline certification; BLOCKED prevents certification.
0385	Fatal presentation	PROFILE REQUIRED	the Interactive DRI protection-error profile	BDOS-FILE-007	BDOS-FILE-007-P0385	OR-0385	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0386	Fatal handler internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-008	BDOS-FILE-008-P0386	OR-0386	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0387	Exact diagnostic text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	BDOS-FILE-009	BDOS-FILE-009-P0387	OR-0387	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0388	Late attribute change versus dirty FCB	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-006	BDOS-FILE-006-P0388	OR-0388	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0389	Automatic media-change protection	PROFILE REQUIRED	the Removable-media/hardware profile	ERROR-002	ERROR-002-P0389	OR-0389	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0390	CBIOS physical read result	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0390	OR-0390	A FAIL defeats baseline certification; BLOCKED prevents certification.
0391	CBIOS physical write result	REQUIRED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0391	OR-0391	A FAIL defeats baseline certification; BLOCKED prevents certification.
0392	BIOS retry responsibility	REQUIRED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0392	OR-0392	A FAIL defeats baseline certification; BLOCKED prevents certification.
0393	Physical/logical error separation	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0393	OR-0393	A FAIL defeats baseline certification; BLOCKED prevents certification.
0394	Bad Sector presentation	REQUIRED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0394	OR-0394	A FAIL defeats baseline certification; BLOCKED prevents certification.
0395	Physical-error ignore choice	REQUIRED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0395	OR-0395	A FAIL defeats baseline certification; BLOCKED prevents certification.
0396	Physical-error abort choice	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0396	OR-0396	A FAIL defeats baseline certification; BLOCKED prevents certification.
0397	Abort restart details	REQUIRED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0397	OR-0397	A FAIL defeats baseline certification; BLOCKED prevents certification.
0398	Result after ignored physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0398	OR-0398	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0399	DMA after ignored physical read	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0399	OR-0399	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0400	Persistence after ignored physical write	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0400	OR-0400	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0401	Make persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0401	OR-0401	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0402	Close persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0402	OR-0402	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0403	Physical-write atomicity	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0403	OR-0403	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0404	Sequential read logical result	REQUIRED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0404	OR-0404	A FAIL defeats baseline certification; BLOCKED prevents certification.
0405	Sequential write logical result	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0405	OR-0405	A FAIL defeats baseline certification; BLOCKED prevents certification.
0406	Random read logical codes	REQUIRED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0406	OR-0406	A FAIL defeats baseline certification; BLOCKED prevents certification.
0407	Random write logical codes	REQUIRED	generic CP/M 2.2 baseline	ERROR-002	ERROR-002-P0407	OR-0407	A FAIL defeats baseline certification; BLOCKED prevents certification.
0408	Make/Delete/Rename/Close logical codes	REQUIRED	generic CP/M 2.2 baseline	ERROR-003	ERROR-003-P0408	OR-0408	A FAIL defeats baseline certification; BLOCKED prevents certification.
0409	DRI permanent-error internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	ERROR-004	ERROR-004-P0409	OR-0409	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0410	z80pack status values	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	ERROR-002	ERROR-002-P0410	OR-0410	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0411	Exact Bad Sector text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	ERROR-003	ERROR-003-P0411	OR-0411	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0412	Accepted ignore characters	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-004	ERROR-004-P0412	OR-0412	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0413	Structured physical-error extension	OPTIONAL	the Headless/structured-error extension. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	BDOS-STATE-001	BDOS-STATE-001-P0413	OR-0413	Does not affect baseline certification; a FAIL defeats only the optional claim.
0414	Function 12 CP/M version result	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0414	OR-0414	A FAIL defeats baseline certification; BLOCKED prevents certification.
0415	Function 32 user-number query	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0415	OR-0415	A FAIL defeats baseline certification; BLOCKED prevents certification.
0416	Function 32 user-number selection	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0416	OR-0416	A FAIL defeats baseline certification; BLOCKED prevents certification.
0417	Function 32 set-form result	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0417	OR-0417	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0418	Console functions do not use or overwrite DMA	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0418	OR-0418	A FAIL defeats baseline certification; BLOCKED prevents certification.
0419	Console and identity calls preserve DMA selection	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0419	OR-0419	A FAIL defeats baseline certification; BLOCKED prevents certification.
0420	Function 10 DE buffer is not DMA	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0420	OR-0420	A FAIL defeats baseline certification; BLOCKED prevents certification.
0421	DRI private console polling implementation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CON-005	BDOS-CON-005-P0421	OR-0421	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0422	Function 6 E=FEh behavior	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-STATE-001	BDOS-STATE-001-P0422	OR-0422	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0423	Function 34 is not Compute File Size	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BIOS-006	BIOS-006-P0423	OR-0423	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0424	Function 27 allocation-vector pointer	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0424	OR-0424	A FAIL defeats baseline certification; BLOCKED prevents certification.
0425	Allocation-vector length and bit mapping	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0425	OR-0425	A FAIL defeats baseline certification; BLOCKED prevents certification.
0426	Reserved directory allocation bits	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0426	OR-0426	A FAIL defeats baseline certification; BLOCKED prevents certification.
0427	Live allocation state	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0427	OR-0427	A FAIL defeats baseline certification; BLOCKED prevents certification.
0428	Allocation-pointer address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0428	OR-0428	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
