entry	compatibility_requirement	evidence_source	responsible_boundary	validation_method	classification	responsibility_rule
0238	DMA contents after failure	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0239	FCB mutation	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	REQUIRED	Preserve external observation; internal realization remains free
0240	Exact FCB image after failed read	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0241	DRI exact-boundary EX drift	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0242	Explicit-drive read	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	REQUIRED	Preserve external observation; internal realization remains free
0243	Read-only readability	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	REQUIRED	Preserve external observation; internal realization remains free
0244	Unopened-FCB result	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0245	Invalid-FCB result	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0246	Physical read-error presentation	010 - CP/M 2.2 BDOS Sequential Read Semantics; I052 BDOS-FILE-004	BDOS file/directory/storage boundary	BDOS-FILE-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0247	DRI internal read machinery	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0248	Function 22 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0249	Make uniqueness precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0250	New empty file	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0251	Make activates FCB	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0252	Make success result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0253	Make directory-full result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0254	Immediate empty-file visibility	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0255	Data-full empty Make	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0256	Make on existing name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0257	Ambiguous Make name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0258	Immediate data-block reservation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0259	Function 21 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0260	Write activation precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0261	Write source position	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0262	Successful write result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0263	Write transfer size	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0264	Current DMA source	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0265	Partial-record length	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0266	CR advance after write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0267	RC extension	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0268	Existing-record overwrite	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0269	On-demand allocation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0270	Exact allocation choice	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0271	Automatic write extent transition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0272	Successful transition state	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0273	Full last record remains successful	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0274	Next-extent failure result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0275	Allocation-full failure	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0276	Exact write failure codes	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0277	Unactivated write behavior	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0248	Function 22 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0249	Make uniqueness precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0250	New empty file	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0251	Make activates FCB	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0252	Make success result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0253	Make directory-full result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0254	Immediate empty-file visibility	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0255	Data-full empty Make	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0256	Make on existing name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0257	Ambiguous Make name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0258	Immediate data-block reservation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0259	Function 21 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0260	Write activation precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0261	Write source position	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0262	Successful write result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0263	Write transfer size	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0264	Current DMA source	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0265	Partial-record length	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0266	CR advance after write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0267	RC extension	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0268	Existing-record overwrite	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0269	On-demand allocation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0270	Exact allocation choice	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0271	Automatic write extent transition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0272	Successful transition state	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0273	Full last record remains successful	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0274	Next-extent failure result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0275	Allocation-full failure	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0276	Exact write failure codes	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0277	Unactivated write behavior	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0278	Explicit-drive Make/Write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0279	Close commits final written metadata	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0280	Unclosed final extent	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0281	Pre-Close directory metadata	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0282	Exact close-time update sequence	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0283	Physical write-error presentation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0284	DRI private write machinery	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0285	Function 19 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0286	Delete identity	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0287	Delete wildcards	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0288	Delete all matches	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0289	Delete success result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0290	Delete no-match result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0291	Immediate search disappearance	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0292	Allocation release	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0293	Exact freed-block reuse	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0294	Explicit-drive Delete	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0295	Delete user isolation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
0296	Open FCB after Delete	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0297	DRI E5 deletion mechanism	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0298	Function 23 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	BDOS file/directory/storage boundary	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Preserve external observation; internal realization remains free
