entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0302	Rename success result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0303	Rename missing-source result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0304	Rename identity transition	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0305	Rename data preservation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0306	Rename user preservation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0307	Explicit-drive Rename	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0308	Destination collision	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0309	Wildcard Rename	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0310	Open FCB after Rename	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0311	Physical directory order	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0312	Timestamp preservation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0313	DRI in-place rename algorithm	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0314	Delete/Rename physical errors	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0315	Invalid drive ambiguity	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0316	Directory compaction	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0317	Random field location	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0318	Random field byte order	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0319	CP/M 2.2 random range	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0320	Random/sequential state distinction	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0321	Function 36 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0322	Function 36 direction	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0323	Function 36 boundary equivalence	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0324	Function 36 no I/O	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0325	Function 36 A value	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0326	Function 33 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0327	Random read destination	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0328	Random read success	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0329	Random read position	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0330	Random read no advance	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0331	Random read unwritten data	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0332	Random read missing extent	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0333	Random overflow	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0334	DMA after failed random read	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0335	Function 34 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0336	Random write transfer	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0337	Random write success	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0338	Random write allocation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0339	Random write holes	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0340	Random write virtual length	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0341	Random write working fields	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0342	Random write no advance	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0343	No automatic random extent switch	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0344	Random write Close	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0345	Random write extent failure	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0346	Allocation-full exact code	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0347	Function 35 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0348	Function 35 result location	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0349	Function 35 unit	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0350	Function 35 maximum	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0351	Sparse virtual size	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0352	Function 35 A value	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0353	DRI random seek machinery	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0354	Physical random-I/O errors	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0355	Physical allocation equals virtual size	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0356	Read-only attribute location	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0357	System attribute location	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0358	Attribute/type coexistence	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0359	Reserved t3’	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0360	Function 30 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0361	Function 30 set/clear	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0362	Function 30 all extents	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0363	Function 30 success result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0364	Function 30 no-match result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0365	Function 30 exact success slot	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0366	Open preserves indicators	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0367	Make accepts indicators	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0368	File read-only sequential protection	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0369	File read-only random protection	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0370	File read-only delete protection	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0371	File read-only rename protection	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0372	Protected-operation normal result	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0373	Function 28 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0374	Function 28 transience	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
